address,price,details,bedrooms,bathrooms,category,city
"50 Ames Cir, Toronto, ON M3B 3C1",2188000.0,4 bds3 ba- House for sale,4.0,3.0,House,Toronto
"8 Sego Royalway Way, Toronto, ON M2H 1L4",699000.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Toronto
"8 Conland Ave, Toronto, ON M6A 2R9",2588000.0,7 bds7 ba- House for sale,7.0,7.0,House,Toronto
"36 Dixfield Dr, Toronto, ON M9C 4J1",1150000.0,4 bds2 ba- House for sale,4.0,2.0,House,Toronto
"153 William Duncan Rd #1, Toronto, ON M3K 0B9",549900.0,2 bds1 ba- Condo for sale,2.0,1.0,Condo,Toronto
"13 San Robertoway, Toronto, ON M3L 2J4",677888.0,4 bds3 ba- Condo for sale,4.0,3.0,Condo,Toronto
"8 Mercer St #604, Toronto, ON M5V 0C4",639000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"435 Richmond St W #1401, Toronto, ON M5V 0N3",708000.0,2 bds1 ba- Condo for sale,2.0,1.0,Condo,Toronto
"44 Tilbury Dr, Toronto, ON M3K 1W6",888000.0,4 bds2 ba- House for sale,4.0,2.0,House,Toronto
"8 Winlock Park, Toronto, ON M2M 1Z2",2150000.0,8 bds5 ba- House for sale,8.0,5.0,House,Toronto
"70 Forest Manor Rd #1702, Toronto, ON M2J 0A9",599000.0,2 bds1 ba- Condo for sale,2.0,1.0,Condo,Toronto
"7 Aldershot Cres #5, Toronto, ON M2P 1Z9",699000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"10 Valdor Dr, Toronto, ON M1V 1R4",799999.0,6 bds3 ba- House for sale,6.0,3.0,House,Toronto
"75 Queens Wharf Rd #2201, Toronto, ON M5V 0J8",1029880.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"915 Midland Ave #602, Toronto, ON M1K 4G1",325000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"60 Grandravine Dr #6, Toronto, ON M3J 1B1",679000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Toronto
"35 Lejune Rd, Toronto, ON M1T 2S6",998000.0,3 bds2 ba- House for sale,3.0,2.0,House,Toronto
"29 Rosita Cres, Toronto, ON M1L 1X7",899900.0,3 bds2 ba- House for sale,3.0,2.0,House,Toronto
"65 Harbour Sq #1001, Toronto, ON M5J 2L4",1685000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"18 Rean Dr #312, Toronto, ON M2K 0C7",598000.0,1 bd2 ba- Condo for sale,1.0,2.0,Condo,Toronto
"4 Park Vis #802, Toronto, ON M4B 3M8",499900.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"115 Mcmahon Dr #3706, Toronto, ON M2K 0C2",498000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"24 Ranee Ave, Toronto, ON M6A 1M6",2090000.0,4 bds5 ba- House for sale,4.0,5.0,House,Toronto
"373 Front St #310, Toronto, ON M5V 3R7",815000.0,2 bds1 ba- Condo for sale,2.0,1.0,Condo,Toronto
"660 Eglinton Ave W #208, Toronto, ON M5N 1C3",498000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"4 Kenton Dr, Toronto, ON M2R 2H7",1299900.0,3 bds2 ba- House for sale,3.0,2.0,House,Toronto
"60 Stevenson Rd #1408, Toronto, ON M9V 2B4",549999.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Toronto
"113 Redgrave Dr, Toronto, ON M9R 3V4",888888.0,4 bds3 ba- House for sale,4.0,3.0,House,Toronto
"13 San Robertoway #12, Toronto, ON M3L 2J4",677888.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Toronto
"60 Monclova Rd, Toronto, ON M3M 0A6",999000.0,3 bds4 ba- House for sale,3.0,4.0,House,Toronto
"20 Richardson St #919, Toronto, ON M5A 0S6",1100000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"4 Tamola Park Ct, Toronto, ON M9L 2L1",1109990.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Toronto
"29 Fundy Bay Blvd #45, Toronto, ON M1W 3A2",699900.0,3 bds2 ba- Townhouse for sale,3.0,2.0,Townhouse,Toronto
"82 Dell Park Ave, Toronto, ON M6B 2T8",2299000.0,4 bds6 ba- House for sale,4.0,6.0,House,Toronto
"600 Fleet St #505, Toronto, ON M5V 1B7",439000.0,Studio1 ba- Condo for sale,,1.0,Condo,Toronto
"100 Western Battery Rd #LPH05, Toronto, ON M6K 3S2",699990.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"2150 Lawrence Ave N #105, Toronto, ON M1R 3A7",525000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"63 Varsity Rd, Toronto, ON M6S 4N7",1249800.0,3 bds3 ba- House for sale,3.0,3.0,House,Toronto
"3265 Lawrence Ave E, Toronto, ON M1H 1A5",799000.0,3 bds2 ba- House for sale,3.0,2.0,House,Toronto
"16 Brookridge Dr, Toronto, ON M1P 3M1",899900.0,3 bds2 ba- House for sale,3.0,2.0,House,Toronto
"15 Torrance Rd #504, Toronto, ON M1J 3K2",368000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"340 Dixon Rd #2107, Toronto, ON M9R 1T1",409000.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Toronto
"25 Oxley St #805, Toronto, ON M5V 2J5",699900.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"32 Sentinel Rd #11, Toronto, ON M3M 2Y8",568000.0,3 bds2 ba- Townhouse for sale,3.0,2.0,Townhouse,Toronto
"63 A Roseland Dr, Toronto, ON M8W 1Y4",1149000.0,"3 bds3 ba1,250 sqft- House for sale",3.0,3.0,House,Toronto
"384 Rimilton Ave, Toronto, ON M8W 2G2",1279000.0,3 bds1 ba- House for sale,3.0,1.0,House,Toronto
"176 Cocksfield Ave, Toronto, ON M3H 3T5",1549900.0,3 bds2 ba- House for sale,3.0,2.0,House,Toronto
"The Birch Plan, Parkside Towns At Saturday In Downsview Park",814990.0,"3 bds3 ba1,140 sqft- New construction",3.0,3.0,New Construction,Parkside Towns At Saturday In Downsview Park
"118 Finch Ave W #3, Toronto, ON M2N 7G2",699999.0,3 bds3 ba- Condo for sale,3.0,3.0,Condo,Toronto
"330 Dixon Rd W #2303, Toronto, ON M9R 1S9",399000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"81 Navy Wharf Ct #602, Toronto, ON M5V 3S2",692000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"75 Queens Wharf Rd #811, Toronto, ON M5V 0J8",575000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"955 Oconnor Dr #309, Toronto, ON M4B 2S7",589900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"1 Massey Sq #2416, Toronto, ON M4C 5L4",469000.0,2 bds1 ba- Condo for sale,2.0,1.0,Condo,Toronto
"840 Queens Plate Dr UNIT 1212, Toronto, ON M9W 0E7",469900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"18 Parkview Ave #1107, Toronto, ON M2N 7H7",699000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"11 Waterbridge Way, Toronto, ON M1C 5C5",1299000.0,4 bds3 ba- House for sale,4.0,3.0,House,Toronto
"2 Sonic Way #2305, Toronto, ON M3C 0P2",699900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"35 Ormskirk Ave #601, Toronto, ON M6S 1A8",740000.0,3 bds1 ba- Condo for sale,3.0,1.0,Condo,Toronto
"1131 Steeles Ave W #1204, Toronto, ON M2R 3W8",710000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"65 Kingsdown Dr, Toronto, ON M1K 3B9",899999.0,7 bds4 ba- House for sale,7.0,4.0,House,Toronto
"1666 Queen St E #12, Toronto, ON M4L 1G3",769900.0,3 bds2 ba- Townhouse for sale,3.0,2.0,Townhouse,Toronto
"29 Sonic Way #30, Toronto, ON M3C 0P3",1129900.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Toronto
"26 Sonic Way #15, Toronto, ON M3C 0P3",999999.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Toronto
"1135 Royal York Rd #501, Toronto, ON M9A 0C3",748888.0,2 bds2 ba850 sqft- Condo for sale,2.0,2.0,Condo,Toronto
"207 Pemberton Ave, Toronto, ON M2M 1Y9",2899000.0,5 bds7 ba- House for sale,5.0,7.0,House,Toronto
"105 Mccaul St #805, Toronto, ON M5T 2X4",529999.0,2 bds1 ba- Condo for sale,2.0,1.0,Condo,Toronto
"65 Huntingdale Blvd PENTHOUSE 1, Toronto, ON M1W 2P1",550000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"365 Church St UNIT 904, Toronto, ON M5B 0B5",535000.0,Studio1 ba- Condo for sale,,1.0,Condo,Toronto
"63 Mcgillivray Ave, Toronto, ON M5M 2Y3",3195000.0,4 bds5 ba- House for sale,4.0,5.0,House,Toronto
"138 Bonis Ave #725, Toronto, ON M1T 3V9",869000.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Toronto
"105 The Queensway Ave #1108, Toronto, ON M6S 5B5",529800.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"19 Brilliant Ct, Toronto, ON M1V 0A8",899000.0,5 bds4 ba- House for sale,5.0,4.0,House,Toronto
"59 Annie Craig Dr #3701, Toronto, ON M8V 0C4",1998000.0,1 bd2 ba- Condo for sale,1.0,2.0,Condo,Toronto
"103 Carrera Blvd, Toronto, ON M1P 5C4",888000.0,3 bds4 ba- Townhouse for sale,3.0,4.0,Townhouse,Toronto
"365 Princess Ave, Toronto, ON M2N 3S7",2998000.0,7 bds7 ba- House for sale,7.0,7.0,House,Toronto
"66 Forest Manor Rd #2303, Toronto, ON M2J 0B7",549900.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"6 Sheva Ct, Toronto, ON M1K 3P9",999900.0,6 bds3 ba- House for sale,6.0,3.0,House,Toronto
"15 Grenville St #5007, Toronto, ON M4Y 0B9",688800.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"220 Victoria St UNIT 1606, Toronto, ON M5B 2R6",750000.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Toronto
"21 Iceboat Ter #2803, Toronto, ON M5V 4A9",625000.0,2 bds1 ba- Condo for sale,2.0,1.0,Condo,Toronto
"11 Saint Joseph St #311, Toronto, ON M4Y 3G4",999900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"28 Wellesley St E UNIT 409, Toronto, ON M4Y 0C4",509000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"51 Lower Simcoe St #1802, Toronto, ON M5J 3A2",625000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"1 Kirby Rd, Toronto, ON M3L 1B5",1099000.0,3 bds3 ba- House for sale,3.0,3.0,House,Toronto
"199 Richmond St W #808, Toronto, ON M5V 0H4",629999.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"23 Crusader St, Toronto, ON M1H 1E1",1200000.0,3 bds3 ba- House for sale,3.0,3.0,House,Toronto
"10 Yonge St #1106, Toronto, ON M5E 1R4",679000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"30 Shore Breeze Dr #535, Toronto, ON M8V 0E1",579900.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"105 22nd St, Toronto, ON M8V 3M5",1549999.0,3 bds4 ba- House for sale,3.0,4.0,House,Toronto
"67 Frederick Tisdale Dr, Toronto, ON M3K 0C5",1325000.0,5 bds5 ba- Townhouse for sale,5.0,5.0,Townhouse,Toronto
"215 Fort York Blvd #1408, Toronto, ON M5V 4A2",679900.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"193 Lynedock Cres, Toronto, ON M3A 2B3",899900.0,4 bds2 ba- House for sale,4.0,2.0,House,Toronto
"12 Rutherford Ave, Toronto, ON M6M 2C6",899999.0,2 bds3 ba- House for sale,2.0,3.0,House,Toronto
"256 Doris Ave #602, Toronto, ON M2N 6X8",649900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"51 Trolley Cres #516, Toronto, ON M5A 0E9",599900.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"7 Michael Power Pl #904, Toronto, ON M9A 0A4",498000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"57 Gaydon Ave, Toronto, ON M9M 1G6",889000.0,2 bds2 ba- House for sale,2.0,2.0,House,Toronto
"142 Gradwell Dr, Toronto, ON M1M 2N2",1800000.0,4 bds4 ba- House for sale,4.0,4.0,House,Toronto
"16 Muriel Ave, Toronto, ON M4J 2X9",1098000.0,4 bds1 ba- House for sale,4.0,1.0,House,Toronto
"488 University Ave #2109, Toronto, ON M5G 0C1",759900.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"40 Panorama Ct #709, Toronto, ON M9V 4M1",349900.0,2 bds1 ba- Condo for sale,2.0,1.0,Condo,Toronto
"101 Peter St #3305, Toronto, ON M5V 0G6",499000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"18 Bexhill Ave, Toronto, ON M1L 3B4",775900.0,2 bds2 ba- House for sale,2.0,2.0,House,Toronto
"101 Erskine Ave #1302, Toronto, ON M4P 0C5",784900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"471 Brimorton Dr, Toronto, ON M1H 2E7",999000.0,4 bds2 ba- House for sale,4.0,2.0,House,Toronto
"115 Antibes Dr PENTHOUSE 5, Toronto, ON M2R 2Y9",598000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"3 Maple Bush Ave, Toronto, ON M9N 1S7",799900.0,2 bds1 ba- House for sale,2.0,1.0,House,Toronto
"94 George Anderson Dr, Toronto, ON M6M 2Z2",2050000.0,5 bds7 ba- House for sale,5.0,7.0,House,Toronto
"48 Silvergrove Rd, Toronto, ON M2L 2N6",6688000.0,6 bds6 ba- House for sale,6.0,6.0,House,Toronto
"The Hickory Plan, Parkside Towns At Saturday In Downsview Park",764990.0,"2 bds3 ba1,026 sqft- New construction",2.0,3.0,New Construction,Parkside Towns At Saturday In Downsview Park
"386 Yonge St #2304, Toronto, ON M5B 0A5",949000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"7 Ferncroft Dr, Toronto, ON M1N 2X3",1299000.0,2 bds2 ba- House for sale,2.0,2.0,House,Toronto
"1218 Islington Ave, Toronto, ON M8Z 4T1",1295000.0,2 bds2 ba- House for sale,2.0,2.0,House,Toronto
"101 Charles St E #710, Toronto, ON M4Y 0A9",799999.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"3 Massey Sq #2606, Toronto, ON M4C 5L5",449900.0,2 bds1 ba- Condo for sale,2.0,1.0,Condo,Toronto
"209 Fort York Blvd S #956, Toronto, ON M5V 4A1",579000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"36 Lisgar St #1515E, Toronto, ON M6J 0C7",428800.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"30 Herons Hill Way #2509, Toronto, ON M2J 0A7",599900.0,2 bds2 ba838 sqft- Condo for sale,2.0,2.0,Condo,Toronto
"30 Herons Hill Way #2007, Toronto, ON M2J 0A7",659000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"54 Quietbrook Cres, Toronto, ON M1X 2B3",1059000.0,4 bds4 ba- House for sale,4.0,4.0,House,Toronto
"222 Broadview Ave, Toronto, ON M4M 2G5",1700000.0,Studio3 ba- House for sale,,3.0,House,Toronto
"165 Legion Rd #1133, Toronto, ON M8Y 0B3",599999.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"38 Lee Centre Dr #702, Toronto, ON M1H 3J7",469000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"101 Farm Greenway #101, Toronto, ON M3A 3M1",799900.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Toronto
"151 Village Green Sq #2103, Toronto, ON M1S 0K5",559900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"207 Galloway Rd #1103, Toronto, ON M1E 4X3",399000.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Toronto
"1430 A Yonge St #602, Toronto, ON M4T 1Y6",1100000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"20 Bruyeres Mews #2512, Toronto, ON M5V 0G8",990000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"9 Snowberry Ave, Toronto, ON M9N 3G3",1050000.0,3 bds2 ba- House for sale,3.0,2.0,House,Toronto
"57 Saint Joseph St PENTHOUSE 4, Toronto, ON M5S 0C5",518000.0,Studio1 ba- Condo for sale,,1.0,Condo,Toronto
"568 Delaware Ave N, Toronto, ON M6H 2V2",1499900.0,5 bds5 ba- House for sale,5.0,5.0,House,Toronto
"20 Forest Manor Rd #604, Toronto, ON M2J 1M2",399900.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"519 Glebeholme Blvd, Toronto, ON M4C 1V3",999000.0,4 bds3 ba- House for sale,4.0,3.0,House,Toronto
"650 Balliol St, Toronto, ON M4S 1E7",3088000.0,5 bds5 ba- House for sale,5.0,5.0,House,Toronto
"643 Sentinel Rd, Toronto, ON M3J 0B4",1139000.0,10 bds5 ba- House for sale,10.0,5.0,House,Toronto
"101 Charles St E, Toronto, ON M4Y 0A9",769900.0,2 bds1 ba- Condo for sale,2.0,1.0,Condo,Toronto
"207 Galloway Rd #901, Toronto, ON M1E 4X3",399000.0,2 bds1 ba- Condo for sale,2.0,1.0,Condo,Toronto
"1563 Bathurst St, Toronto, ON M5P 3H8",3880000.0,6 bds4 ba- House for sale,6.0,4.0,House,Toronto
"16 Simeon Ct, Toronto, ON M2K 2N7",2188000.0,5 bds4 ba- House for sale,5.0,4.0,House,Toronto
"38 Joe Shuster Way #1113, Toronto, ON M6K 0A5",529000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"8855 Sheppard Ave E #128, Toronto, ON M1B 0E3",549900.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Toronto
"403 Church St #2312, Toronto, ON M4Y 0C9",1099000.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Toronto
"213 Claremont St, Toronto, ON M6J 2N1",1745000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Toronto
"350 Wellington St W #201, Toronto, ON M5V 3W9",698000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"7 Devonridge Cres, Toronto, ON M1C 5B1",1699999.0,5 bds5 ba- House for sale,5.0,5.0,House,Toronto
"42 Croach Cres, Toronto, ON M1S 4J1",958000.0,3 bds4 ba- Townhouse for sale,3.0,4.0,Townhouse,Toronto
"28 Linden St #3004, Toronto, ON M4Y 0A4",925000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"94 Radwell Cres, Toronto, ON M1V 2J5",799000.0,3 bds3 ba- House for sale,3.0,3.0,House,Toronto
"52 Denvale Rd, Toronto, ON M4B 3B7",2099000.0,4 bds5 ba- House for sale,4.0,5.0,House,Toronto
"16 Bonnycastle St #1106, Toronto, ON M5A 0C9",679000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"12 Bonnycastle St #207, Toronto, ON M5A 0C8",679000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"43 Earnscliffe Rd, Toronto, ON M6E 1J4",805000.0,3 bds1 ba- House for sale,3.0,1.0,House,Toronto
"20 Minowan Miikan Ln #701, Toronto, ON M6J 0E5",845000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"8 Lee Centre Dr UNIT 505, Toronto, ON M1H 3H8",470000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"77 Harbour Sq #2207, Toronto, ON M5J 2S2",1124990.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"858 Palmerston Ave, Toronto, ON M6G 2S1",2499990.0,5 bds4 ba- House for sale,5.0,4.0,House,Toronto
"20 Thomas Riley Rd #1502, Toronto, ON M9B 0C3",629000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"79 Hedge End Rd, Toronto, ON M1B 5Z4",649900.0,3 bds3 ba- Condo for sale,3.0,3.0,Condo,Toronto
"234 Dunforest Ave, Toronto, ON M2N 4J9",3880000.0,5 bds7 ba- House for sale,5.0,7.0,House,Toronto
"794 Shaw St, Toronto, ON M6G 3M1",1349000.0,5 bds2 ba- House for sale,5.0,2.0,House,Toronto
"102 Brooklawn Ave, Toronto, ON M1M 2P6",1199900.0,4 bds4 ba- House for sale,4.0,4.0,House,Toronto
"31 Bales Ave #1811, Toronto, ON M2N 7L6",699000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"26 29th St #TOWNHOUSE, Toronto, ON M8W 3A8",899900.0,3 bds2 ba- House for sale,3.0,2.0,House,Toronto
"159 Dundas St E #2109, Toronto, ON M5B 0A9",555000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"58 Trott Sq, Toronto, ON M1B 1V8",739000.0,3 bds3 ba- House for sale,3.0,3.0,House,Toronto
"100 Harbour St #2801, Toronto, ON M5J 0B5",689900.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"98 Lynnhaven Rd, Toronto, ON M6A 2K9",1999998.0,3 bds2 ba- House for sale,3.0,2.0,House,Toronto
"240 Roxton Rd, Toronto, ON M6G 3P9",2499000.0,"3 bds4 ba3,300 sqft- House for sale",3.0,4.0,House,Toronto
"1100 Lansdowne Ave #339, Toronto, ON M6H 4K1",1629000.0,2 bds4 ba- Condo for sale,2.0,4.0,Condo,Toronto
"112 George St #S212, Toronto, ON M5A 2M5",679900.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"5 Sousa Mendes St UNIT 602, Toronto, ON M6P 0A8",899999.0,2 bds3 ba- Townhouse for sale,2.0,3.0,Townhouse,Toronto
"825 Church St #815, Toronto, ON M4W 3Z4",959000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"668 Eglinton Ave E, Toronto, ON M4G 2K4",1850000.0,3 bds2 ba- House for sale,3.0,2.0,House,Toronto
"525 Adelaide St W #620, Toronto, ON M5V 0N7",599900.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"189 Queen St E #3, Toronto, ON M5A 1S2",1596000.0,1 bd2 ba- Condo for sale,1.0,2.0,Condo,Toronto
"72 Seminole Ave, Toronto, ON M1J 1N4",1049000.0,3 bds2 ba- House for sale,3.0,2.0,House,Toronto
"30 Meadowglen Pl #318, Toronto, ON M1G 0A6",449900.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"77 Harbour Sq #3112, Toronto, ON M5J 2S2",1495000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"3121 Sheppard Ave E #332, Toronto, ON M1T 0B6",574999.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"556 Palmerston Ave, Toronto, ON M6G 2P7",2250000.0,3 bds2 ba- House for sale,3.0,2.0,House,Toronto
"554 Palmerston Ave, Toronto, ON M6G 2P7",1975000.0,3 bds2 ba- House for sale,3.0,2.0,House,Toronto
"362 The East Mall #1802, Toronto, ON M9B 6C4",534900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"767 Cummer Ave, Toronto, ON M2H 1E8",1299900.0,4 bds4 ba- House for sale,4.0,4.0,House,Toronto
"6 Eva Rd #310, Toronto, ON M9C 0B1",759900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"10 Colinayre Cres, Toronto, ON M1T 3A8",1118000.0,4 bds3 ba- House for sale,4.0,3.0,House,Toronto
"700 Humberwood Blvd #2131, Toronto, ON M9W 7J4",459000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"3500 Brimley Rd #20, Toronto, ON M1V 5K6",799000.0,4 bds2 ba- Condo for sale,4.0,2.0,Condo,Toronto
"3420 Eglinton Ave #505, Toronto, ON M1J 2H9",495000.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Toronto
"15 Aldershot Cres, Toronto, ON M2P 1L7",2099000.0,3 bds2 ba- House for sale,3.0,2.0,House,Toronto
"15 Yorkview Dr, Toronto, ON M2N 2R9",3388800.0,5 bds6 ba- House for sale,5.0,6.0,House,Toronto
"525 Wilson Ave #747, Toronto, ON M3H 0A7",729000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"274 Havelock St, Toronto, ON M6H 3B9",1498000.0,6 bds3 ba- House for sale,6.0,3.0,House,Toronto
"5500 Yonge St #1210, Toronto, ON M2N 7L1",689800.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"19 Duxbury Dr, Toronto, ON M1V 5H1",998000.0,6 bds4 ba- House for sale,6.0,4.0,House,Toronto
"84 Morningview Trl, Toronto, ON M1B 5B1",1098800.0,5 bds4 ba- House for sale,5.0,4.0,House,Toronto
"121 Mcmahon Dr #2908, Toronto, ON M2K 0C1",799000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"151 Dan Leckie Way #2505, Toronto, ON M5V 4B2",620000.0,2 bds1 ba- Condo for sale,2.0,1.0,Condo,Toronto
"7 Cornelius Pkwy, Toronto, ON M6L 2K2",1299900.0,4 bds2 ba- House for sale,4.0,2.0,House,Toronto
"32 Gardiner Rd, Toronto, ON M5P 3B5",3100000.0,4 bds4 ba- House for sale,4.0,4.0,House,Toronto
"154 Winston Park Blvd, Toronto, ON M3K 1C5",749000.0,3 bds2 ba- House for sale,3.0,2.0,House,Toronto
"4 Conland Ave, Toronto, ON M6A 2R9",2088888.0,"4 bds4 ba2,480 sqft- House for sale",4.0,4.0,House,Toronto
"38 Dan Leckie Way #707, Toronto, ON M5V 2V6",849900.0,2 bds2 ba899 sqft- Condo for sale,2.0,2.0,Condo,Toronto
"141 Coxwell Ave, Toronto, ON M4L 3B4",1100000.0,"3 bds2 ba1,550 sqft- House for sale",3.0,2.0,House,Toronto
"24 Noble St #108, Toronto, ON M6K 2C8",689000.0,1 bd1 ba725 sqft- Condo for sale,1.0,1.0,Condo,Toronto
"382 Brooke Ave, Toronto, ON M5M 2L6",2000000.0,"4 bds2 ba1,400 sqft- House for sale",4.0,2.0,House,Toronto
"22 Finchley Rd, Toronto, ON M9A 2X5",2995000.0,4 bds4 ba- House for sale,4.0,4.0,House,Toronto
"50 Ordnance St #1984, Toronto, ON M6K 0C9",549800.0,1 bd1 ba551 sqft- New construction,1.0,1.0,New Construction,Toronto
"2119 Lakeshore Blvd W #109, Toronto, ON M8V 4E8",799900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"38 Avenue Rd #112, Toronto, ON M5R 2G2",3199000.0,"2 bds3 ba2,425 sqft- Townhouse for sale",2.0,3.0,Townhouse,Toronto
"89 Stavely Cres, Toronto, ON M9W 2C6",1499900.0,"5 bds5 ba2,600 sqft- House for sale",5.0,5.0,House,Toronto
"380 Dixon Rd #602, Toronto, ON M9R 1T3",409900.0,2 bds1 ba900 sqft- Condo for sale,2.0,1.0,Condo,Toronto
